lead_id,pricing_page_visits_decayed,demo_page_visits_decayed,case_study_views_decayed,roi_calculator_uses_decayed,blog_views_decayed,careers_page_visits_decayed,high_intent_touch_count,visited_pricing_or_demo,pages_per_session,visited_last_7_days,is_bot_suspect,email_opens_decayed,email_clicks_decayed,open_rate,click_to_open_rate,content_engagement_decayed,is_unsubscribed,is_hard_bounced,trial_depth_score,is_engaged_trial,industry_tier,lead_source_tier,tech_stack_score,seniority_rank,is_decision_maker,company_size_score,log_annual_revenue,is_smb_fit,dm_x_pricing_or_demo,senior_x_trial,smb_fit_x_intent,cross_channel_engaged,good_source_x_content
L00245,0.0,0.0,0.7333333333333334,0.7333333333333334,0.7333333333333334,1.4666666666666668,0,0,2.0,0,0,2.0999999999999996,0.0,0.158,0.0,0.0,0,0,0,0,2,2,2,1,0,1,7.5455482994100045,0,0,0,0,0,0
L00246,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7.0,0,0,5.333333333333334,2.0,0.471,0.375,4.0,0,0,0,0,3,3,1,3,1,2,9.539895885983997,0,1,0,0,1,1
L00247,0.0,0.0,1.0,0.0,2.0,1.0,0,0,6.625,1,1,0.6000000000000001,0.0,0.125,0.0,0.0,0,0,18,1,1,1,0,4,1,3,7.097052449512517,1,0,1,0,0,0
L00248,0.0,0.0,0.9333333333333333,0.9333333333333333,2.8,0.9333333333333333,0,0,3.0,1,0,2.2,0.0,0.375,0.0,0.0,1,0,0,0,1,3,2,3,1,4,5.0912931971137105,1,0,0,0,0,0
L00249,0.0,0.0,0.2666666666666667,0.0,0.5333333333333334,0.0,0,0,10.0,0,0,0.8,0.8,0.053,1.0,1.6,0,0,14,1,1,3,0,2,0,1,11.065253028209437,0,0,0,0,0,1
L00250,1.8666666666666667,0.0,0.0,0.0,3.7333333333333334,0.0,1,1,9.0,1,0,4.433333333333334,0.6333333333333333,0.875,0.143,5.066666666666666,0,0,0,0,3,3,1,1,0,4,5.448460024977757,1,0,0,1,1,1
L00251,0.0,0.8666666666666667,0.0,0.0,3.466666666666667,0.0,1,1,10.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,1,3,1,1,9.834726796965336,0,1,0,0,0,0
L00252,0.0,0.0,0.7,0.0,0.7,0.7,0,0,11.0,0,0,0.9333333333333333,0.4666666666666667,0.25,0.5,0.0,0,0,26,1,1,3,2,4,1,3,6.4396698088923054,1,0,1,0,0,0
L00253,0.0,0.0,0.0,0.0,0.0,0.0,1,1,20.0,0,1,1.1333333333333333,0.0,0.667,0.0,3.4,0,0,0,0,3,3,2,2,0,1,10.74591212917034,0,0,0,0,1,1
L00254,0.9,0.0,0.0,0.9,0.9,0.0,1,1,5.0,1,0,1.8666666666666667,0.0,0.25,0.0,0.9333333333333333,0,0,0,0,1,2,0,4,0,2,8.944511111337027,0,0,0,0,1,1
L00255,0.0,0.0,0.0,0.0,0.0,0.0,2,1,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0,31,1,2,1,1,2,0,0,12.752354791378483,0,0,0,0,0,0
L00256,0.0,0.0,0.0,0.0,0.7333333333333334,0.0,0,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,3,0,3,1,3,6.411489806547476,1,0,0,0,0,0
L00257,0.0,0.0,0.0,0.0,0.9333333333333333,0.4666666666666667,0,0,9.0,0,0,0.9666666666666667,0.0,0.125,0.0,0.0,0,0,0,0,1,0,1,4,0,2,9.443909388773974,0,0,0,0,0,0
L00258,0.0,0.0,0.0,0.0,1.1,1.1,0,0,8.0,0,0,0.4,0.0,0.111,0.0,0.0,0,0,0,0,1,0,1,1,0,3,7.5455482994100045,1,0,0,0,0,0
L00259,1.0,1.0,0.0,0.0,3.0,0.0,2,1,8.0,1,0,5.0,0.0,0.417,0.0,2.0,0,0,13,1,2,2,2,4,1,3,6.7655002314012656,1,1,1,1,1,1
L00260,0.9666666666666667,0.0,0.0,0.0,1.9333333333333333,1.9333333333333333,1,1,10.0,1,0,0.0,0.0,0.278,0.2,0.0,0,0,11,1,2,2,2,1,0,2,7.5455482994100045,0,0,0,0,0,0
L00261,0.0,0.0,0.0,0.0,4.800000000000001,0.8,0,0,11.0,1,0,1.2000000000000002,0.0,0.235,0.0,0.6000000000000001,0,0,0,0,2,3,1,4,1,1,10.299188479130928,0,0,0,0,0,1
L00262,1.9333333333333333,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.9333333333333333,0.9666666666666667,2,1,8.0,1,0,3.4,1.7,0.75,0.5,6.233333333333333,0,0,0,0,3,0,0,1,0,0,11.899213869850866,0,0,0,0,1,0
L00263,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,0,0,0.0,0.0,0.182,0.5,0.0,1,0,0,0,2,2,2,4,1,2,9.519191784405564,0,0,0,0,0,0
L00264,0.0,0.0,0.5666666666666667,0.0,0.5666666666666667,0.0,0,0,2.0,0,0,0.6333333333333333,0.0,0.143,0.0,0.0,0,0,19,1,1,2,1,1,0,3,5.9568731023383625,1,0,0,0,0,0
L00265,0.0,0.0,0.0,0.0,2.0,0.0,0,0,2.0,0,0,4.0,0.0,0.286,0.0,0.0,0,0,0,0,3,2,1,0,0,3,7.530372693351555,1,0,0,0,0,0
L00266,0.0,0.0,0.0,0.0,1.3999999999999997,0.23333333333333328,0,0,8.0,0,0,1.4,0.0,0.2,0.0,1.4,0,0,15,1,1,3,1,1,0,2,9.122197445935422,0,0,0,0,0,1
L00267,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6.0,0,0,4.5,0.0,0.333,0.0,7.2,0,0,0,0,1,2,2,4,1,3,6.729106967554478,1,1,0,1,1,1
L00268,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,0,0,5.0,0.0,0.5,0.0,1.6666666666666667,0,0,0,0,1,2,2,4,1,4,4.447346100794524,1,0,0,0,0,1
L00269,0.46666666666666656,0.0,0.23333333333333328,0.0,0.6999999999999998,0.23333333333333328,1,1,6.0,0,0,3.833333333333333,0.0,0.294,0.0,1.5333333333333332,0,0,22,1,1,1,0,4,1,3,7.5455482994100045,1,1,1,1,1,0
L00270,1.5333333333333332,0.7666666666666666,0.7666666666666666,0.0,2.3,0.0,2,1,11.0,1,0,0.8666666666666667,0.0,0.25,0.0,0.8666666666666667,0,0,0,0,1,3,2,1,0,3,7.3114187651436735,1,0,0,1,1,1
L00271,0.9666666666666667,0.0,0.0,0.0,2.9,0.0,1,1,11.0,1,0,0.7333333333333334,0.0,0.071,0.0,3.666666666666667,0,0,9,0,1,2,2,4,1,3,7.572245750292278,1,1,0,1,1,1
L00272,0.0,0.0,0.0,0.0,2.9,0.9666666666666667,0,0,7.0,1,0,2.3,0.0,0.2,0.0,0.0,0,0,0,0,3,3,1,3,1,3,7.2023633115046515,1,0,0,0,0,0
L00273,1.0,0.0,0.0,1.0,2.0,0.0,1,1,11.0,1,0,4.333333333333334,0.8666666666666667,0.455,0.2,2.6,0,0,0,0,3,2,0,1,0,4,5.152134856369956,1,0,0,1,1,1
L00274,0.0,0.0,0.0,0.0,4.0,0.0,0,0,7.0,1,0,3.5,0.0,0.417,0.0,1.4,0,0,0,0,3,2,2,4,1,4,5.596568390349052,1,0,0,0,0,1
L00275,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0,0,4.5,0.0,0.312,0.0,6.3,0,0,0,0,1,0,0,1,0,0,13.07701322958811,0,0,0,0,0,0
L00276,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3.0,0,0,9.9,1.8,0.611,0.182,4.5,0,0,0,0,1,3,1,1,0,3,6.157190827552241,1,0,0,1,1,1
L00277,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,1.4,0.4666666666666667,2,1,4.0,0,0,2.3333333333333335,0.9333333333333333,0.5,0.4,4.2,0,0,0,0,1,3,2,1,0,3,7.5455482994100045,1,0,0,1,1,1
L00278,0.0,0.3666666666666667,0.3666666666666667,0.0,1.1,0.0,1,1,5.0,0,0,5.0,0.8333333333333334,0.316,0.167,4.166666666666667,0,0,0,0,2,2,2,0,0,2,9.482114074658458,0,0,0,0,1,1
L00279,0.6666666666666667,0.0,0.6666666666666667,0.0,1.3333333333333335,0.6666666666666667,1,1,7.0,0,0,4.0,0.0,0.222,0.0,0.0,1,0,22,1,1,2,2,3,1,3,7.558933974719581,1,1,1,1,1,0
L00280,0.0,0.0,0.0,0.0,1.7333333333333334,0.8666666666666667,0,0,10.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,3,1,1,0,1,10.411259518631718,0,0,0,0,0,0
L00281,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3.0,0,0,1.2,0.6,0.5,0.5,0.0,0,0,0,0,3,3,2,0,0,2,9.19935020067628,0,0,0,0,1,0
L00282,0.0,0.0,1.7333333333333334,0.0,2.6,0.8666666666666667,0,0,9.0,1,0,1.0,0.0,0.429,0.0,0.0,0,0,0,0,1,0,2,2,0,4,5.311727053457954,1,0,0,0,0,0
L00283,0.0,0.0,0.33333333333333337,0.0,1.3333333333333335,0.33333333333333337,0,0,10.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,20,1,1,2,1,1,0,3,7.5455482994100045,1,0,0,0,0,0
L00284,0.0,0.0,0.0,0.0,3.466666666666667,0.8666666666666667,0,0,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,3,1,4,1,1,10.28428763100684,0,0,0,0,0,1
L00285,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,0,0,1.6,0.0,0.118,0.0,0.0,0,0,0,0,2,3,0,4,1,1,11.172863191872764,0,0,0,0,0,0
L00286,0.0,0.0,0.0,0.0,3.5,0.5,0,0,8.0,0,0,2.6,0.0,0.375,0.0,0.0,0,0,0,0,2,2,1,1,0,3,6.899017213038852,1,0,0,0,0,0
L00287,0.0,0.0,0.5,0.5,2.0,0.0,0,0,10.0,0,0,1.9333333333333333,0.0,0.4,0.0,2.9,0,0,0,0,1,2,1,4,1,2,7.5455482994100045,0,0,0,0,0,1
L00288,0.0,0.0,0.0,0.0,1.9333333333333333,1.9333333333333333,0,0,7.0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,3,1,3,1,4,3.8022081394209395,1,0,0,0,0,0
L00289,0.0,0.7333333333333334,0.7333333333333334,0.0,1.4666666666666668,0.0,1,1,3.0,0,0,2.2,0.0,0.2,0.0,0.0,0,0,0,0,1,3,1,0,0,0,7.5455482994100045,0,0,0,0,1,0
L00290,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.0,1.2666666666666666,0.6333333333333333,2,1,9.0,0,0,1.1333333333333333,0.0,0.5,0.0,2.833333333333333,0,0,0,0,2,3,2,0,0,3,6.808487277323468,1,0,0,1,1,1
L00291,0.0,0.0,0.8333333333333334,0.0,2.5,0.0,0,0,11.0,1,0,2.7,0.0,0.429,0.0,0.0,0,0,0,0,2,3,1,4,1,1,11.021338584057267,0,0,0,0,0,0
L00292,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,0,0,3.466666666666667,0.0,0.286,0.0,0.0,0,0,24,1,2,3,0,3,1,2,9.238888955380599,0,0,1,0,0,0
L00293,0.09999999999999998,0.0,0.09999999999999998,0.0,0.3999999999999999,0.09999999999999998,1,1,9.0,0,0,1.7333333333333334,0.0,0.167,0.0,1.7333333333333334,0,0,0,0,3,2,2,4,1,2,7.5455482994100045,0,1,0,0,1,1
L00294,0.0,0.0,0.0,0.0,2.666666666666667,0.0,0,0,3.0,0,0,0.3666666666666667,0.0,0.333,0.0,1.8333333333333335,0,0,7,1,1,3,1,3,1,3,7.38374097990542,1,0,1,0,0,1
L00295,0.0,0.8,0.0,0.8,1.6,0.8,1,1,9.0,1,0,3.7333333333333334,0.0,0.222,0.0,4.666666666666667,0,0,0,0,2,2,2,1,0,3,7.000243298417288,1,0,0,1,1,1
L00296,0.19999999999999996,0.0,0.19999999999999996,0.0,0.5999999999999999,0.19999999999999996,1,1,4.0,0,0,1.2666666666666666,0.0,0.25,0.0,0.0,1,0,0,0,1,3,0,1,1,4,5.011301738639416,1,1,0,1,1,0
L00297,0.9,0.0,0.0,0.0,1.8,0.9,1,1,4.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,17,1,1,2,0,1,0,3,6.690966493305935,1,0,0,1,0,1
L00298,2.9,1.9333333333333333,0.0,0.9666666666666667,0.9666666666666667,0.0,2,1,10.0,1,0,2.0999999999999996,0.7,0.5,0.333,4.8999999999999995,0,0,0,0,2,3,2,3,1,4,7.5455482994100045,1,1,0,1,1,1
L00299,1.0,0.0,0.0,0.0,3.0,0.0,1,1,10.0,1,0,2.0,0.0,0.286,0.0,4.0,0,0,0,0,2,1,1,3,1,2,9.58161423127809,0,1,0,0,1,0
L00300,0.0,0.0,0.0,0.0,1.0,0.0,0,0,10.0,1,0,0.9333333333333333,0.0,0.143,0.0,0.0,0,0,21,1,2,1,1,0,1,3,7.265149963845218,1,0,0,0,0,0
L00301,0.0,0.0,0.6666666666666667,0.0,2.0,0.6666666666666667,0,0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,22,1,2,3,1,1,0,4,3.6189933266497696,1,0,0,0,0,1
L00302,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0,2.6,0.8666666666666667,2,1,8.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,1,4,1,0,12.707495299613536,0,1,0,0,0,0
L00303,0.8666666666666667,0.0,0.0,0.0,1.7333333333333334,0.43333333333333335,1,1,9.0,0,0,1.6666666666666667,0.0,0.25,0.0,2.5,0,0,15,1,1,2,0,4,1,1,10.235822671647567,0,1,1,0,1,1
L00304,0.0,0.5,0.5,0.0,0.5,1.5,1,1,6.0,0,0,0.9000000000000001,0.30000000000000004,0.231,0.333,0.6000000000000001,0,0,7,0,2,2,1,4,1,1,11.24465378603827,0,1,0,0,1,1
L00305,1.2666666666666666,0.0,0.0,0.0,2.533333333333333,0.6333333333333333,1,1,2.0,0,0,5.4,0.9,0.316,0.167,1.8,0,0,0,0,1,1,2,1,0,0,7.5455482994100045,0,0,0,0,1,0
L00306,0.0,0.0,0.8,0.0,5.6000000000000005,1.6,0,0,10.0,1,0,8.7,1.9333333333333333,0.529,0.222,7.733333333333333,0,0,0,0,3,1,1,3,1,4,5.075798620002669,1,0,0,0,0,0
L00307,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0,0,20.0,0,1,0.6333333333333333,0.0,0.077,0.0,0.0,0,0,10,1,1,2,1,1,0,3,6.802394763324311,1,0,0,0,0,0
L00308,0.8,0.0,0.4,0.0,1.6,0.0,1,1,4.0,0,0,3.966666666666667,0.0,0.438,0.0,2.2666666666666666,0,0,23,1,1,3,0,3,1,2,9.508917873089924,0,1,1,0,1,1
L00309,0.0,0.0,0.0,0.0,2.6,0.0,0,0,4.0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,2,0,3,1,2,7.676380920717988,0,0,0,0,0,0
L00310,0.6666666666666667,0.0,0.0,0.0,1.3333333333333335,0.0,1,1,20.0,0,1,1.9,0.0,0.273,0.0,1.2666666666666666,0,0,0,0,1,3,1,4,1,4,5.235377566774162,1,1,0,1,1,1
L00311,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.0,3.7333333333333334,0.9333333333333333,2,1,2.0,1,0,2.166666666666667,0.0,0.417,0.0,0.0,0,0,0,0,1,1,2,3,1,2,9.588317798258123,0,1,0,0,1,0
L00312,0.0,0.8333333333333334,0.0,0.0,3.3333333333333335,0.0,1,1,9.0,1,0,0.8333333333333334,0.0,0.333,0.0,3.3333333333333335,0,0,18,1,2,3,1,2,1,3,7.5455482994100045,1,1,0,1,1,1
L00313,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,0,0,5.866666666666667,2.2,0.889,0.375,1.4666666666666668,0,0,0,0,2,3,0,0,0,3,7.5455482994100045,1,0,0,1,1,1
L00314,0.9,0.0,0.0,0.0,3.6,0.9,1,1,2.0,1,0,0.9666666666666667,0.0,0.071,0.0,0.0,0,0,0,0,1,3,1,3,1,3,7.5455482994100045,1,1,0,1,1,0
L00315,0.43333333333333335,0.0,0.0,0.0,1.3,0.8666666666666667,1,1,8.0,0,0,2.0,0.0,0.286,0.0,2.0,0,0,0,0,3,2,1,3,1,2,8.514329093801587,0,1,0,0,1,1
L00316,0.0,0.8666666666666667,0.8666666666666667,0.0,0.8666666666666667,0.8666666666666667,1,1,10.0,1,0,0.0,0.0,0.545,0.167,0.0,0,0,12,1,1,3,1,1,0,2,9.390325868972589,0,0,0,0,0,1
L00317,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,0,0,2.6,0.0,0.3,0.0,1.7333333333333334,0,0,0,0,1,2,0,2,0,4,5.279644101282416,1,0,0,0,0,1
L00318,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,1.6666666666666667,0.0,1,1,9.0,1,0,0.9,0.9,0.333,1.0,8.1,0,0,0,0,2,2,0,1,0,1,9.863087344051635,0,0,0,0,1,1
L00319,0.0,0.8,2.4000000000000004,0.8,1.6,0.0,1,1,9.0,1,0,0.0,0.0,0.684,0.154,0.0,0,0,0,0,2,0,1,3,1,3,6.510555915291006,1,1,0,1,0,0
L00320,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,1,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,2,1,3,1,4,5.717685379825192,1,1,0,1,0,1
L00321,0.0,0.0,0.0,0.0,1.1333333333333333,0.5666666666666667,0,0,8.0,0,0,0.6666666666666667,0.0,0.059,0.0,0.0,0,0,0,0,1,0,1,1,0,1,7.5455482994100045,0,0,0,0,0,0
L00322,0.0,0.0,0.0,0.0,2.4,0.6,0,0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,2,4,1,0,12.641999707785942,0,0,0,0,0,0
L00323,0.6,0.0,0.6,0.0,1.7999999999999998,0.0,1,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,2,1,0,1,10.389072288436324,0,0,0,0,0,0
L00324,0.0,0.8333333333333334,0.0,0.0,0.0,0.8333333333333334,1,1,2.0,1,0,3.033333333333333,0.8666666666666667,0.412,0.286,0.0,0,0,0,0,1,3,0,3,1,2,8.640153910815043,0,1,0,0,1,0
L00325,1.4666666666666668,0.0,0.7333333333333334,0.7333333333333334,2.2,0.7333333333333334,1,1,7.0,0,0,4.0,2.0,0.4,0.5,5.0,0,0,0,0,1,3,1,4,1,2,8.67308521137321,0,1,0,0,1,1
L00326,0.0,0.5666666666666667,1.1333333333333333,0.0,1.1333333333333333,0.0,1,1,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,3,2,4,1,2,8.174336618219801,0,1,0,0,0,1
L00327,0.9333333333333333,0.0,0.0,0.0,1.4,0.0,1,1,11.0,0,0,2.6,0.8666666666666667,0.273,0.333,1.7333333333333334,0,0,14,1,2,2,1,1,0,4,4.664382045619938,1,0,0,1,1,1
L00328,0.0,0.0,0.8666666666666667,0.0,1.7333333333333334,1.7333333333333334,0,0,10.0,1,0,4.0,0.0,0.235,0.0,4.0,0,0,0,0,2,2,2,1,0,3,7.284409305236182,1,0,0,0,0,1
L00329,0.0,0.0,0.0,0.0,2.0,0.4,0,0,5.0,0,0,2.4000000000000004,0.8,0.25,0.333,4.800000000000001,1,0,0,0,1,2,1,0,0,3,7.50538225768467,1,0,0,0,0,1
L00330,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3.0,0,0,2.533333333333333,0.6333333333333333,0.4,0.25,0.0,0,0,0,0,1,3,1,4,1,3,7.5455482994100045,1,1,0,1,1,0
L00331,0.6000000000000001,0.30000000000000004,0.30000000000000004,0.0,0.9000000000000001,0.0,2,1,10.0,0,0,7.466666666666667,0.9333333333333333,0.5,0.125,4.666666666666667,0,0,0,0,1,1,1,1,0,2,9.02851869022388,0,0,0,0,1,0
L00332,0.0,0.9666666666666667,0.0,0.0,3.8666666666666667,0.0,1,1,10.0,1,0,1.7333333333333334,0.0,0.5,0.0,2.6,0,0,0,0,1,3,1,1,0,3,7.499533965153794,1,0,0,1,1,1
L00333,0.7,0.0,0.0,0.0,3.5,0.0,1,1,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,2,1,1,0,4,4.304065093204169,1,0,0,1,0,0
L00334,0.0,0.7333333333333334,0.7333333333333334,0.7333333333333334,1.4666666666666668,0.7333333333333334,1,1,4.0,0,0,0.6666666666666667,0.0,0.111,0.0,1.3333333333333335,0,0,14,0,2,1,1,1,0,3,7.463305671527636,1,0,0,1,1,0
L00335,1.6,0.0,0.8,0.8,2.4000000000000004,0.0,1,1,6.0,1,0,0.3999999999999999,0.0,0.333,0.0,1.3999999999999997,0,0,0,0,2,1,2,1,0,2,9.114655121841775,0,0,0,0,1,0
L00336,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0,0,3.0,0,0,0.4,0.0,0.083,0.0,0.8,0,0,0,0,2,1,2,4,1,4,5.221436322212079,1,0,0,0,0,0
L00337,0.0,0.0,0.0,0.0,2.2,0.0,0,0,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,18,1,3,2,0,3,1,1,11.149378390511927,0,0,1,0,0,1
L00338,1.0,2.0,2.0,0.0,1.0,1.0,2,1,2.0,1,0,4.0,1.3333333333333335,0.429,0.333,0.0,0,0,0,0,1,3,0,0,1,3,7.301889770747917,1,1,0,1,1,0
L00339,0.0,0.0,1.7333333333333334,0.8666666666666667,3.466666666666667,0.0,0,0,5.0,1,0,1.6,0.5333333333333333,0.3,0.333,3.7333333333333334,0,0,39,1,1,2,1,0,0,3,7.062876915849437,1,0,0,0,0,1
L00340,0.0,0.0,0.9,0.0,0.9,0.0,0,0,6.0,1,0,0.46666666666666656,0.0,0.111,0.0,0.46666666666666656,1,0,0,0,2,2,2,4,1,2,9.377184434586262,0,0,0,0,0,1
L00341,0.0,0.0,0.8,0.0,2.4000000000000004,0.8,0,0,3.0,1,0,0.6000000000000001,0.0,0.154,0.0,0.0,0,0,0,0,1,3,1,4,1,2,8.687948111838727,0,0,0,0,0,0
L00342,0.0,0.0,0.0,0.0,2.8,0.0,0,0,4.0,1,0,0.5,0.0,0.111,0.0,0.0,1,0,0,0,1,2,2,3,1,3,7.5455482994100045,1,0,0,0,0,0
L00343,0.0,0.0,0.0,0.0,4.833333333333333,0.0,0,0,7.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,2,0,4,1,2,9.495203474864166,0,0,0,0,0,0
L00344,0.0,0.9,1.8,0.9,2.7,0.0,1,1,7.0,1,0,1.8,0.9,0.5,0.5,0.0,0,0,44,1,1,2,1,1,0,2,7.8707769133438985,0,0,0,0,1,0
L00345,0.06666666666666665,0.0,0.0,0.0,0.1333333333333333,0.06666666666666665,1,1,8.0,0,0,0.16666666666666663,0.0,0.333,0.0,0.4999999999999999,0,0,0,0,1,2,2,4,1,3,7.5136001311392855,1,1,0,1,1,1
L00346,0.0,0.0,0.0,0.0,0.46666666666666656,0.46666666666666656,0,0,10.0,0,0,0.8666666666666667,0.0,0.333,0.0,0.0,0,0,0,0,2,1,2,1,0,1,10.759270030822803,0,0,0,0,0,0
L00347,0.7333333333333334,0.7333333333333334,0.0,0.0,0.7333333333333334,0.0,2,1,5.0,0,0,1.2000000000000002,0.6000000000000001,0.444,0.5,1.5000000000000002,0,0,0,0,2,3,1,0,1,2,9.314970621054266,0,1,0,0,1,1
L00348,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6.0,0,0,0.9666666666666667,0.0,0.1,0.0,0.0,0,0,0,0,2,2,2,4,1,2,8.842069887425732,0,1,0,0,1,0
L00349,0.9,0.9,0.0,0.9,2.7,0.0,2,1,3.0,1,0,3.466666666666667,0.0,0.444,0.0,0.0,1,0,26,1,1,1,2,3,1,1,10.880286193533705,0,1,1,0,1,0
L00350,1.1333333333333333,0.5666666666666667,0.0,0.0,1.7,0.5666666666666667,2,1,7.0,0,0,1.6,0.8,0.118,0.5,1.6,0,0,0,0,2,2,1,3,1,1,9.933754841605676,0,1,0,0,1,1
L00351,0.0,0.9333333333333333,0.0,0.0,0.9333333333333333,0.9333333333333333,1,1,5.0,1,0,0.6000000000000001,0.0,0.2,0.0,0.6000000000000001,0,0,33,1,1,3,1,4,1,2,8.375007313681952,0,1,1,0,1,1
L00352,0.0,0.1333333333333333,0.0,0.0,0.5333333333333332,0.1333333333333333,1,1,6.0,0,0,0.3999999999999999,0.0,0.5,0.0,0.0,0,0,21,1,3,2,1,3,1,1,10.678219328372808,0,1,1,0,1,0
L00353,0.0,0.0,0.0,0.9333333333333333,2.8,0.9333333333333333,0,0,8.0,1,0,3.466666666666667,0.0,0.25,0.0,6.066666666666666,0,0,0,0,1,3,0,1,0,2,9.52623811205821,0,0,0,0,0,1
L00354,0.0,0.0,1.0,0.0,5.0,2.0,0,0,7.0,1,0,1.7,0.0,0.176,0.0,0.0,0,0,0,0,2,3,1,1,0,2,7.779425143078888,0,0,0,0,0,0
L00355,1.7333333333333334,0.0,0.0,0.8666666666666667,2.6,0.8666666666666667,1,1,9.0,1,0,3.0,0.0,0.273,0.0,3.0,0,0,0,0,2,1,2,0,0,2,7.5455482994100045,0,0,0,0,1,0
L00356,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7.0,0,0,0.8,0.0,0.143,0.0,2.4000000000000004,0,0,0,0,2,3,1,1,0,2,9.599398281789293,0,0,0,0,1,1
L00357,0.0,0.0,0.9333333333333333,0.0,1.8666666666666667,0.0,0,0,11.0,1,0,1.4666666666666668,0.0,0.5,0.0,0.0,0,0,0,0,2,3,0,1,0,4,5.094363509626968,1,0,0,0,0,0
L00358,0.8,0.0,1.6,0.0,1.6,0.0,1,1,9.0,1,0,1.3,0.0,0.3,0.0,3.466666666666667,1,0,38,1,2,0,1,3,1,1,11.047668950325349,0,1,1,0,1,0
L00359,0.8333333333333334,0.0,0.8333333333333334,0.0,3.3333333333333335,0.0,1,1,5.0,1,0,0.6666666666666665,0.1333333333333333,0.357,0.2,0.3999999999999999,0,0,0,0,1,2,1,1,0,1,10.892744319087234,0,0,0,0,1,1
L00360,0.0,0.0,0.0,0.0,0.7999999999999998,0.19999999999999996,0,0,8.0,0,0,0.8666666666666667,0.0,0.059,0.0,1.7333333333333334,0,0,0,0,2,2,1,4,1,4,4.769836807543325,1,0,0,0,0,1
L00361,0.0,0.0,0.0,0.0,1.4666666666666668,0.7333333333333334,0,0,4.0,0,0,1.4,0.0,0.143,0.0,0.0,1,0,0,0,1,2,0,4,1,2,8.547644798872065,0,0,0,0,0,0
L00362,0.5333333333333333,0.0,0.0,0.0,0.5333333333333333,0.0,1,1,12.875,0,1,1.2,0.0,0.154,0.0,0.0,1,0,0,0,2,2,2,3,1,4,4.558078578454241,1,1,0,1,1,0
L00363,0.7666666666666666,0.0,1.5333333333333332,0.0,0.7666666666666666,0.7666666666666666,1,1,10.0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,2,0,0,1,3,6.217005223021913,1,1,0,1,0,0
L00364,0.6,0.0,0.0,0.0,3.0,0.0,1,1,10.0,0,0,0.0,0.0,0.444,0.25,0.0,0,0,0,0,1,3,2,3,1,2,8.857543612435101,0,1,0,0,0,0
L00365,1.0,1.0,1.0,1.0,2.0,0.0,2,1,7.0,1,0,0.33333333333333326,0.16666666666666663,0.667,0.5,0.33333333333333326,0,0,0,0,1,2,2,1,0,4,5.014627315365793,1,0,0,1,1,1
